FirstName,LastName,Gender,MaritalStatus,Ethnicity,Employer,Address,City,State,Zip,Office,Region,Phone1,Phone2,Email,DOB,SSN,HireDate,GrossMonthlyIncome,IncomeFromOtherSources,CreditScore,CoBorrowerFirstName,CoBorrowerLastName,CoDOB,COSSN,CoCurrentEmployer,CoLengthOfEmployment,CoGrossMonthlyIncome,LoanDate,LoanType,LoanAmount,DownPayment,CurrentBalance,MultipleProperties,CurrentPropertyTaxes,CurrentHomeOwnerInsurance,CoCreditScore,Channel,LoanStatus,LoanOfficer,RealtorsName,ReltorCompany,RealtorLocation,RealtorState,LoanID
Alisha,Slusarski,Female,Married,Caucasian,Wtlz Power 107 Fm,3273 State St,Middlesex,NY,8846,New York,New York,732-658-3154,732-635-3453,alisha@slusarski.com,7/1/1989,253-29-3154,7/1/2010,6520,5302,789,Isabella,Bui,11/21/1993,205-90-3453,Kummerer  J Michael Esq,8,8125,3/14/2020,Refinance,391200,46944,234720,N,626.6,592.23,740,Email/Fax,Rejected,Kim Abercrombie,Robert Farrell,EXIT Realty Homeward Bound,New York,NY,EF109
Josephine,Darakjy,Female,Divorced,Caucasian,Chanay  Jeffrey A Esq,4 B Blue Ridge Blvd,Brighton,NY,48116,New York,New York,810-292-9388,810-374-9840,josephine_darakjy@darakjy.org,1/27/1987,387-87-9388,1/27/2008,6669,6114,671,Parker,Vang,12/17/1995,340-32-9840,Case Foundation Co,6,4227.75,11/12/2017,Refinance,400140,48017,240084,N,640.92,605.77,774,Email/Fax,Pending,Bruce Mutiso,Ryan Daley,Keller Williams Realty,New York,NY,EF110
Sharee,Maile,Female,Married,Asian,Holiday Inn Naperville,2094 Montour Blvd,Muskegon,NY,49442,New York,New York,231-467-9978,231-265-6940,sharee_maile@aol.com,6/18/1984,794-10-9978,6/18/2005,7174,3922,786,Hailey,Song,8/23/1995,866-12-6940,W W John Holden Inc,6,10410.67,5/6/2020,Refinance,430440,43044,258264,N,689.46,651.64,678,Email/Fax,Rejected,Sidney Higa,Linda DeFilippo,Howard Hanna Rand Realty,New York,NY,EF111
Catalina,Tillotson,Female,Married,Latino,Icn Pharmaceuticals Inc,3338 A Lockport Pl #6,Margate City,NY,8402,New York,New York,609-373-3332,609-826-4990,catalina@hotmail.com,4/12/1984,683-35-3332,4/12/2005,7263,5753,624,Avery,Grant,3/5/1993,384-78-4990,Jacobs & Gerber Inc,9,7398.08,12/20/2019,Refinance,435780,43578,261468,N,698.01,659.72,734,Email/Fax,Approved,Sidney Higa,Andrea Brown,Howard Hanna Real S. Tier,New York,NY,EF112
Daniela,Comnick,Female,Married,Asian,Water & Sewer Department,7 Flowers Rd #403,Trenton,NY,8611,New York,New York,609-200-8577,609-398-2805,dcomnick@cox.net,7/9/1981,726-15-8577,7/9/2002,7684,2218,775,Isabella,Scott,4/26/1995,154-59-2805,Wells  D Fred Esq,7,6003.75,5/7/2022,Refinance,461040,36883,276624,N,738.47,697.96,781,Email/Fax,Pending,Sidney Higa,Larry Theodore,CENTURY 21 American Homes,New York,NY,EF113
Art,Venere,Male,Single,Latino,Chemel  James L Cpa,8 W Cerritos Ave #54,Bridgeport,NY,8014,New York,New York,856-636-8749,856-264-4130,art@venere.org,12/18/1987,142-47-8749,12/18/2008,7729,4765,803,Penelope,Griffin,1/23/2000,345-19-4130,C W D C Metal Fabricators,2,12648.58,10/31/2022,Refinance,463740,37099,278244,N,742.79,702.05,587,Email/Fax,Pending,Sidney Higa,Bridget Elkin,Compass,New York,NY,EF114
Mirta,Mallett,Male,Single,Caucasian,Stephen Kennerly Archts Inc Pc,7 S San Marcos Rd,New York,NY,10004,New York,New York,212-870-1286,212-745-6948,mirta_mallett@gmail.com,12/10/1989,633-97-1286,12/10/2010,8151,4510,721,Madison,Her,6/22/1975,931-48-6948,Rodriguez  J Christopher Esq,26,6900.5,7/26/2020,Refinance,489060,39125,293436,N,783.35,740.38,794,Email/Fax,Approved,Sidney Higa,Roadman Etienne,Berkshire Hathaway HomeServices Hudson Valley Properties,New York,NY,EF115
Salome,Lacovara,Female,Married,Caucasian,Mitsumi Electronics Corp,9677 Commerce Dr,Richmond,NY,23219,New York,New York,804-550-5097,804-858-1011,slacovara@gmail.com,4/7/1962,891-39-5097,4/7/2016,5665,6129,700,Riley,Rojas,1/21/2000,244-12-1011,Eldridge  Kristin K Esq,2,7527.75,6/6/2022,Refinance,339900,47586,203940,Y,544.43,514.57,741,Email/Fax,Pending,Sidney Higa,Dylan Wise,Howard Hanna Real Syracuse,New York,NY,EF106
Sam,Deleo,Male,Divorced,Latino,Redeker  Debbie,1844 Southern Blvd,Little Rock,NY,72202,New York,New York,501-308-1040,501-409-6072,cdeleo@deleo.com,11/16/1952,127-93-1040,11/16/2013,10344,4018,719,Jose,Singh,4/6/1989,443-58-6072,United Van Lines Agent,13,11906.5,10/21/2019,Reverse,620640,37238,372384,N,994.11,939.58,659,Email/Fax,Approved,Kim Abercrombie,Niccole Vaughn,CENTURY 21 Sbarra,New York,NY,EF117
Fausto,Agramonte,Male,Single,Asian,Marriott Hotels Resorts Suites,5 Harrison Rd,New York,NY,10038,New York,New York,212-313-1783,212-778-3063,fausto_agramonte@yahoo.com,12/7/1982,205-30-1783,12/7/2003,10484,2780,602,Addison,Perez,9/25/1999,435-15-3063,Fleetwood Building Block Inc,2,10299,7/13/2020,Refinance,629040,37742,377424,N,1007.56,952.3,667,Email/Fax,Pending,Bruce Mutiso,Timothy Domanski,HUNT Real Estate ERA,New York,NY,EF118
Cyril,Daufeldt,Male,Single,Asian,Galaxy International Inc,3 Lawton St,New York,NY,10013,New York,New York,212-745-8484,212-422-5427,cyril_daufeldt@daufeldt.com,12/12/1985,184-98-8484,12/12/2006,12461,4934,609,Nevaeh,Hsu,4/14/1996,798-17-5427,Water & Sewer Department,6,12913,8/3/2020,Refinance,747660,44860,448596,N,1197.56,1131.87,639,Email/Fax,Pending,Sidney Higa,Angelica R. Cocha,Douglas Elliman,New York,NY,EF119
Lynelle,Auber,Female,Single,Asian,United Cerebral Palsy Of Ne Pa,32820 Corkwood Rd,Newark,NY,7104,New York,New York,973-860-8610,973-605-6492,lynelle_auber@gmail.com,9/7/1986,658-33-8610,9/7/2007,12586,2567,639,Christopher,Butler,10/5/1996,694-91-6492,Carroccio  A Thomas Esq,5,5622.33,8/19/2020,Refinance,755160,45310,453096,N,1209.57,1143.23,712,Email/Fax,Approved,Sidney Higa,Geraldine Brucale,Berkshire Hathaway HomeServices Hudson Valley Properties,New York,NY,EF120
Mario,Centini,Male,Married,Latino,Industrial Paper Shredders Inc,64 5th Ave #1153,Mc Lean,NY,22102,New York,New York,703-235-3937,703-475-7568,lisha@centini.org,5/23/1983,549-79-3937,5/23/2004,12828,2694,632,Vivian,Thao,4/23/1994,176-24-7568,Westbrooks  Nelson E Jr,8,5001.42,12/28/2019,Refinance,769680,46181,461808,N,1232.83,1165.21,723,Email/Fax,Approved,Kim Abercrombie,Sylvia Bauer,Howard Hanna Real Rochester,New York,NY,EF121
James,Rhoden,Male,Married,Latino,Nordic Group Inc,92 Broadway,Astoria,NY,11103,New York,New York,718-228-5894,718-728-5051,jrhoden@yahoo.com,5/24/1981,370-29-5894,5/24/2002,14399,2507,650,Ella,Huang,2/28/1995,312-48-5051,Bresler Eitel Framg Gllry Ltd,7,17636.42,5/22/2017,Refinance,863940,51836,518364,N,1383.81,1307.91,696,Email/Fax,Pending,Sidney Higa,Angela Kessel,Houlihan Lawrence,New York,NY,EF122
Chaya,Malvin,Male,Married,Black,Dunnells & Duvall,560 Civic Center Dr,Stafford,NY,48103,New York,New York,734-928-5182,734-408-8174,chaya@malvin.com,3/4/1981,398-64-5182,3/4/2002,14653,3718,592,Genesis,Hunter,4/22/1978,219-46-8174,Wheaton Plastic Products,24,8570.58,4/28/2017,Refinance,879180,52751,527508,N,1408.22,1330.98,804,Email/Fax,Approved,Sidney Higa,Carla Rosati,RE/MAX Realty Group,New York,NY,EF123
Aja,Gehrett,Male,Single,Caucasian,Stero Company,993 Washington Ave,Nutley,NY,7110,New York,New York,973-544-2677,973-986-4456,aja_gehrett@hotmail.com,1/18/1995,781-93-2677,1/18/2016,15083,3867,724,Levi,Moreno,6/27/1999,518-39-4456,Admiral Party Rentals & Sales,2,3359.67,9/24/2020,Refinance,904980,54299,542988,N,1449.55,1370.04,694,Email/Fax,Pending,Kim Abercrombie,Jeffrey Dolfinger,CENTURY 21 Hudson Valley Realty,New York,NY,EF125
Kirk,Herritt,Male,Single,Asian,Hasting  H Duane Esq,88 15th Ave Ne,Vestal,NY,13850,New York,New York,607-407-3716,607-350-7690,kirk.herritt@aol.com,11/22/1995,130-72-3716,11/22/2016,21104,2217,717,Hannah,Hoang,12/15/2000,375-08-7690,Mid Contntl Rlty & Prop Mgmt,1,9574.42,6/21/2022,Refinance,1266240,189936,759744,N,2028.19,1916.95,777,Email/Fax,Approved,Kim Abercrombie,Kimberly Nemeth,Howard Hanna Real Buffalo,New York,NY,EF131
Truman,Feichtner,Male,Married,Caucasian,Legal Search Inc,539 Coldwater Canyon Ave,Bloomfield,NY,7003,New York,New York,973-852-2736,973-473-5108,tfeichtner@yahoo.com,10/29/1959,778-67-2736,10/29/2014,15785,2762,801,Alice,Lopez,6/27/1988,297-40-5108,Creative Business Systems,13,6908.92,9/9/2022,Reverse,947100,56826,568260,N,1517.01,1433.8,591,Email/Fax,Approved,Bruce Mutiso,Anthony Domathoti,EXIT REALTY PREMIUM,New York,NY,EF126
Beckie,Silvestrini,Female,Married,Asian,A All American Travel Inc,7116 Western Ave,Dearborn,NY,48126,New York,New York,313-533-4884,313-390-7855,beckie.silvestrini@silvestrini.com,12/6/1990,566-72-4884,12/6/2011,18797,4098,636,Athena,Vu,3/6/1986,927-52-7855,Ray  Milbern D,16,16087,7/29/2018,Refinance,1127820,281955,676692,N,1806.48,1707.39,719,Email/Fax,Pending,Sidney Higa,Tom Le,Corcoran,New York,NY,EF127
Jettie,Mconnell,Male,Single,Black,Coldwell Bnkr Wright Real Est,50 E Wacker Dr,Bridgewater,NY,8807,New York,New York,908-802-3564,908-602-5258,jmconnell@hotmail.com,8/7/1992,271-05-3564,8/7/2013,19746,3101,674,Lillian,Romero,12/7/1997,385-85-5258,Campbell  Robert A,4,14180.33,11/4/2017,Refinance,1184760,177714,710856,N,1897.68,1793.6,783,Email/Fax,Pending,Sidney Higa,Patrick Haggerty,CENTURY 21 Leah's Signature,New York,NY,EF128
Karl,Klonowski,Male,Single,Asian,Rossi  Michael M,76 Brooks St #9,Flemington,NY,8822,New York,New York,908-877-6135,908-470-4661,karl_klonowski@yahoo.com,2/28/1988,720-96-6135,2/28/2009,20243,6222,637,Aria,Roberts,8/12/1994,507-92-4661,Buergi & Madden Scale,7,8904.83,12/17/2018,Home Equity,1214580,182187,728748,N,1945.45,1838.74,787,Email/Fax,Rejected,Sidney Higa,Melissa Colletti,Keller Williams Realty,New York,NY,EF129
Vilma,Berlanga,Female,Married,Asian,Wells  D Fred Esq,79 S Howell Ave,Grand Rapids,NY,49546,New York,New York,616-737-3085,616-568-4113,vberlanga@berlanga.com,7/31/1984,585-65-3085,7/31/2005,20807,4829,728,Naomi,Coleman,11/2/1995,437-18-4113,Maccani & Delp,6,10171.17,2/8/2019,Home Equity,1248420,187263,749052,N,1999.65,1889.97,635,Email/Fax,Rejected,Bruce Mutiso,Deirdre Folan,Keller Williams Realty,New York,NY,EF130
Hillary,Skulski,Male,Married,Black,Replica I,9 Wales Rd Ne #914,Homosassa,FL,34448,Tampa,Florida,352-242-2570,352-990-5946,hillary.skulski@aol.com,9/21/1980,669-86-2570,9/21/2016,18435,3177,630,Kinsley,Dixon,5/25/1998,345-01-5946,Olympic Graphic Arts,3,3818.25,5/8/2019,Home Equity,1106100,276525,663660,N,1771.69,1674.51,805,Email/Fax,Pending,Felicien Kabuga,Patrick Brogley,Keller Williams Realty,Tampa,FL,EF164
Quentin,Swayze,Male,Married,Latino,Ulbrich Trucking,278 Bayview Ave,Milan,NY,48160,New York,New York,734-561-6170,734-851-8571,quentin_swayze@yahoo.com,6/26/1975,955-26-6170,6/26/1996,4057,4462,779,Gabriel,Zhou,1/17/2000,906-52-8571,J & F Lumber,2,3487,3/18/2020,Reverse,243420,48684,26776,N,389.9,368.51,751,Email/Fax,Rejected,Sidney Higa,Amy Singer,Houlihan Lawrence,New York,NY,EF132
Taryn,Moyd,Female,Married,Asian,Siskin  Mark J Esq,48 Lenox St,Fairfax,NY,22030,New York,New York,703-322-4041,703-938-7939,taryn.moyd@hotmail.com,8/21/1973,637-70-4041,8/21/1994,7759,4801,651,Maverick,Henry,7/10/1998,642-99-7939,Local Office,3,5759.17,11/27/2018,Reverse,465540,37243,51209,N,745.68,704.78,799,Email/Fax,Rejected,Bruce Mutiso,Keith Arnold,Howard Hanna Real S. Tier,New York,NY,EF133
Allene,Iturbide,Female,Married,Asian,Ledecky  David Esq,1 Central Ave,Stevens Point,NY,54481,New York,New York,715-662-6764,715-530-9863,allene_iturbide@cox.net,8/29/1974,419-25-6764,8/29/1995,13232,2951,690,Aaron,Maldonado,9/17/1987,349-44-9863,Dimmock  Thomas J Esq,14,5238.42,3/8/2022,Reverse,793920,47635,87331,N,1271.66,1201.91,601,Email/Fax,Pending,Kim Abercrombie,Kay Graves,EXIT Realty Homeward Bound,New York,NY,EF134
Rory,Papasergi,Male,Single,Black,Bailey Cntl Co Div Babcock,83 County Road 437 #8581,Clarks Summit,NC,18411,Atlanta,North Carolina,570-867-7489,570-469-8401,rpapasergi@cox.net,1/27/1994,754-10-7489,1/27/2015,5215,5626,788,Ian,Gutierrez,4/9/2000,448-74-8401,Toledo Iv Care,2,5915,4/11/2018,Home Equity,312900,46935,187740,Y,501.19,473.7,585,Email/Fax,Approved,Julia Jones,Todd Luckey,RE/MAX Reinvented,Atlanta,GA,EF9
Skye,Fillingim,Male,Divorced,Asian,Rodeway Inn,25 Minters Chapel Rd #9,Minneapolis,NC,55401,Raleigh,North Carolina,612-508-2655,612-664-6304,skye_fillingim@yahoo.com,9/14/1960,407-69-2655,9/14/2017,6204,3759,708,Leah,Bryant,4/30/1983,260-14-6304,American Council On Sci & Hlth,19,3343.67,4/11/2020,Reverse,372240,52114,111672,Y,596.23,563.53,723,Email/Fax,Pending,Carroll Adam,Scott Morrison,CENTURY 21 Sweyer & Associates,Raleigh,NC,EF136
Annelle,Tagala,Female,Single,Caucasian,Vico Products Mfg Co,5 W 7th St,Fitchburg,MA,21234,Boston,Massachusetts,410-757-1035,410-234-2267,annelle@yahoo.com,2/18/1994,142-14-1035,2/18/2015,16239,6296,689,Nevaeh,James,11/3/1996,694-65-2267,Computer Repair Service,5,5555,12/14/2020,Home Equity,974340,58460,584604,N,1560.64,1475.04,762,Email/Fax,Pending,Jossef Goldberg,Thomas Bretta,Real Living Realty Professionals,Boston,MA,EF40
Mitsue,Scipione,Female,Married,Latino,Students In Free Entrprs Natl,77 222 Dr,Austin,TX,95965,Dallas,Texas,530-986-9272,530-399-3254,mscipione@scipione.com,8/29/1979,950-24-9272,8/29/2015,5707,3456,627,Dylan,Campbell,11/29/1989,231-92-3254,Farrell & Johnson Office Equip,12,12813.92,11/20/2020,Home Equity,342420,47939,205452,Y,548.47,518.39,659,Email/Fax,Rejected,Jose Lugo,Devin Kincaide Cook,Keller Williams Realty,Dallas,TX,EF60
Herminia,Nicolozakes,Female,Married,Asian,Sea Island Div Of Fstr Ind Inc,4 58th St #3519,Scottsdale,NC,85254,Raleigh,North Carolina,602-954-5141,602-304-6433,herminia@nicolozakes.org,8/4/1958,173-33-5141,8/4/2017,15266,4649,605,Emilia,Bailey,8/9/1991,961-40-6433,Mccoy  Joy Reynolds Esq,10,20446.67,12/25/2021,Reverse,915960,54958,274788,N,1467.13,1386.66,591,Email/Fax,Pending,Adan Duale,Ron Lee,RE/MAX Southland Realty II,Raleigh,NC,EF139
Dennis,Rulapaugh,Male,Divorced,Asian,Eder Assocs Consltng Engrs Pc,6980 Dorsett Rd,Abilene,NC,67410,Raleigh,North Carolina,785-463-7829,785-219-7724,kati.rulapaugh@hotmail.com,11/29/1976,267-17-7829,11/29/1997,8331,3005,611,Nova,Hill,3/10/1997,859-53-7724,Radio Communications Co,5,7503.33,2/27/2017,Home Equity,499860,74979,249930,Y,800.65,756.73,584,Email/Fax,Rejected,Carroll Adam,Danny Davis Jr.,Berkshire Hathaway HomeServices All American Homes,Raleigh,NC,EF140
Peggie,Sturiale,Female,Married,Caucasian,Henry County Middle School,9 N 14th St,Dallas,TX,92020,Dallas,Texas,619-608-1763,619-695-8086,peggie@cox.net,6/18/1994,948-36-1763,6/18/2015,17110,3877,748,Dominic,Scott,3/16/1990,313-32-8086,Milford Enterprises Inc,12,6807.25,9/15/2018,Home Equity,1026600,256650,615960,N,1644.35,1554.16,793,Email/Fax,Rejected,Jose Lugo,Ying Xu,RE/MAX Dallas Suburbs,Dallas,TX,EF72
Adell,Lipkin,Female,Married,Latino,Systems Graph Inc Ab Dick Dlr,65 Mountain View Dr,Whippany,NY,7981,New York,New York,973-654-1561,973-662-8988,adell.lipkin@lipkin.com,8/3/1994,346-04-1561,8/3/2015,4350,2168,589,Leo,Herrera,4/22/1977,462-49-8988,Replica I,25,7114.08,8/4/2022,Home Equity,261000,52200,156600,Y,418.06,395.13,644,Email/Fax,Rejected,Sidney Higa,Charlie Pigott,Corcoran,New York,NY,EF101
Musalia ,Mudavadi,Male,Married,Latino,Mid Contntl Rlty & Prop Mgmt,8100 Jacksonville Rd #7,Hays,NC,67601,Raleigh,North Carolina,785-629-8542,785-616-1685,kimberlie_duenas@yahoo.com,5/9/1955,883-95-8542,5/9/2019,10486,5266,749,Aiden,Gonzales,3/28/2000,200-88-1685,Stanley  Richard L Esq,2,15502.75,3/24/2019,Reverse,629160,37750,0,N,1007.75,952.48,774,Email/Fax,Approved,Carroll Adam,Ramilya Siegel,Keller Williams Realty,Raleigh,NC,EF143
Herman,Demesa,Male,Married,Latino,Merlin Electric Co,9 Norristown Rd,Troy,NY,12180,New York,New York,518-497-2940,518-931-7852,hdemesa@cox.net,4/7/1977,716-89-2940,4/7/2015,8308,5935,605,Luke,Vu,6/4/1997,388-64-7852,Thompson Steel Company Inc,4,12907,5/15/2022,Home Equity,498480,74772,299088,N,798.44,754.64,706,Email/Fax,Approved,Kim Abercrombie,Maria Campanelli,Berkshire Hathaway HomeServices River Towns Real Estate,New York,NY,EF116
Anthony,Gillaspie,Male,Single,Asian,Inner Label,67 Rv Cent,Boise,NY,83709,New York,New York,208-709-1235,208-206-9848,bgillaspie@gillaspie.com,9/29/1994,977-23-1235,9/29/2015,14892,5666,722,Naomi,Xi,2/17/1981,933-09-9848,Mcrae  James L,21,14957.83,9/29/2017,Home Equity,893520,53611,536112,N,1431.19,1352.69,763,Email/Fax,Pending,Bruce Mutiso,Edward Meltser,RE/MAX In the City,New York,NY,EF124
Cyndy,Goldammer,Female,Single,Latino,Di Cristina J & Son,170 Wyoming Ave,Burnsville,NC,55337,Raleigh,North Carolina,952-334-9408,952-938-9457,cgoldammer@cox.net,6/27/1980,505-92-9408,6/27/2015,4751,2474,728,Hailey,Dang,9/21/1998,750-39-9457,Rousseaux  Michael Esq,3,9065,1/4/2018,Home Equity,285060,42759,171036,Y,456.59,431.55,648,Email/Fax,Rejected,Carroll Adam,Jose Sanchez,Keller Williams Premier,Raleigh,NC,EF145
Deandrea,Hughey,Female,Single,Asian,Century 21 Krall Real Estate,33 Lewis Rd #46,Burlington,NC,27215,Raleigh,North Carolina,336-822-7652,336-467-3095,deandrea@yahoo.com,7/2/1986,963-44-7652,7/2/2007,7831,4325,656,Mason,Jimenez,8/8/1998,573-57-3095,Floral Expressions,3,10844.42,12/31/2022,Home Equity,469860,37589,281916,N,752.6,711.32,700,Email/Fax,Rejected,Adan Duale,Tony DeLaVega,Coldwell Banker Advantage,Raleigh,NC,EF147
Keneth,Borgman,Male,Married,Asian,Centerline Engineering,86350 Roszel Rd,Charlotte,NC,85012,Raleigh,North Carolina,602-919-4211,602-442-3092,keneth@yahoo.com,7/29/1994,774-85-4211,7/29/2015,8644,5385,805,Hailey,Sanchez,2/5/1993,764-12-3092,Germer And Gertz Llp,9,16953.75,3/5/2021,Home Equity,518640,77796,311184,N,830.73,785.16,665,Email/Fax,Approved,Carroll Adam,Amy Baker,Allen Tate Realtors,Raleigh,NC,EF148
Helene,Rodenberger,Female,Divorced,Latino,Bailey Transportation Prod Inc,347 Chestnut St,Peoria,NC,85381,Raleigh,North Carolina,623-461-8551,623-426-4907,helene@aol.com,4/15/1982,908-01-8551,4/15/2003,12558,5153,684,Aiden,Silva,11/29/1989,681-29-4907,Porto Cayo At Hawks Cay,12,15560.42,1/11/2022,Home Equity,753480,45209,452088,N,1206.88,1140.69,660,Email/Fax,Rejected,Adan Duale,Wallace Peiffer,Coldwell Banker Advantage,Raleigh,NC,EF149
Carlee,Boulter,Female,Single,Caucasian,Tippett  Troy M Ii,8284 Hart St,Abilene,NC,67410,Raleigh,North Carolina,785-347-1805,785-253-7049,carlee.boulter@hotmail.com,10/26/1985,729-30-1805,10/26/2006,13592,4477,662,Peyton,Cruz,5/26/1995,949-37-7049,Bradley Nameplate Corp,6,7594.5,3/3/2022,Home Equity,815520,48931,489312,N,1306.26,1234.61,759,Email/Fax,Rejected,Adan Duale,Chris Tacia,ERA Strother Real Estate,Raleigh,NC,EF150
Glenn,Berray,Female,Married,Asian,Griswold  John E Esq,29 Cherry St #7073,Charlotte,NC,50315,Raleigh,North Carolina,515-370-7348,515-372-1738,gberray@gmail.com,2/28/1982,192-46-7348,2/28/2003,17608,4874,762,Anna,Han,5/8/1982,919-84-1738,John Wagner Associates,20,8045.67,8/26/2018,Home Equity,1056480,264120,633888,N,1692.21,1599.39,640,Email/Fax,Pending,Adan Duale,Brian Lewis,Coldwell Banker Sea Coast Advantage,Raleigh,NC,EF151
Fatima,Saylors,Female,Married,Asian,Stanton  James D Esq,2 Lighthouse Ave,Hopkins,NC,55343,Raleigh,North Carolina,952-768-2416,952-479-2375,fsaylors@saylors.org,10/10/1990,633-81-2416,10/10/2011,20457,5870,708,Camila,Evans,12/20/1971,527-34-2375,Century Communications,30,9495.83,5/20/2019,Home Equity,1227420,184113,736452,N,1966.01,1858.18,709,Email/Fax,Rejected,Carroll Adam,Maureen Vargas-Sullivan 2019 ALC,Keller Williams Realty,Raleigh,NC,EF152
Raymon,Calvaresi,Male,Married,Latino,Seaboard Securities Inc,6538 E Pomona St #60,Indianapolis,MA,46222,Boston,Massachusetts,317-825-4724,317-342-1532,raymon.calvaresi@gmail.com,5/10/1993,944-51-4724,5/10/2014,5421,6014,764,Lucas,Daniels,5/29/1990,826-89-1532,Warner Electric Brk & Cltch Co,11,8536.67,6/21/2019,Home Equity,325260,45536,195156,Y,520.98,492.41,695,Email/Fax,Approved,Jossef Goldberg,Kevin Fruh,Fruh Realty  LLC,Boston,MA,EF31
Arlette,Honeywell,Female,Married,Latino,Smc Inc,11279 Loytan St,Jacksonville,FL,32254,Tampa,Florida,904-775-4480,904-514-9918,ahoneywell@honeywell.com,7/14/1977,419-77-4480,7/14/1998,8258,3017,682,Thomas,Williams,11/21/1994,857-03-9918,Vlahos  John J Esq,7,7274.33,7/8/2019,Home Equity,495480,74322,247740,Y,793.63,750.1,807,Email/Fax,Approved,Felicien Kabuga,Gerald Hayes,RE/MAX Anchor Realty,Tampa,FL,EF154
Roosevelt,Hoffis,Female,Married,Latino,Denbrook  Myron,60 Old Dover Rd,Hialeah,FL,33014,Tampa,Florida,305-622-4739,305-302-1135,roosevelt.hoffis@aol.com,4/2/1977,985-17-4739,4/2/1998,13403,3874,686,Elizabeth,Huang,9/20/1981,290-05-1135,Meca,20,4144.83,4/14/2019,Home Equity,804180,48251,402090,Y,1288.09,1217.44,794,Email/Fax,Rejected,Felicien Kabuga,Gwen Mills-Owen,CENTURY 21 Beggins Enterprises,Tampa,FL,EF155
Nickolas,Juvera,Male,Married,Asian,United Oil Co Inc,177 S Rider Trl #52,Crystal River,FL,34429,Tampa,Florida,352-598-8301,352-947-6152,nickolas_juvera@cox.net,2/19/1959,808-42-8301,2/19/2019,4655,5466,604,Alice,Thompson,4/25/1986,806-28-6152,Rodeway Inn,16,18148.58,7/9/2018,Reverse,279300,41895,0,N,447.37,422.83,670,Email/Fax,Approved,Felicien Kabuga,Mark Lee,Levin Rinke Realty,Tampa,FL,EF156
Cammy,Albares,Female,Married,Latino,Rousseaux  Michael Esq,56 E Morehead St,Laredo,TX,78045,Dallas,Texas,956-537-6195,956-841-7216,calbares@gmail.com,5/14/1978,310-98-6195,5/14/2014,5101,4202,634,Charles,Henderson,2/11/1981,670-29-7216,Post Box Services Plus,21,3590,10/9/2019,Home Equity,306060,45909,183636,Y,490.23,463.34,669,Email/Fax,Approved,James Kramer,Roman Novian,Coldwell Banker Apex  Realtors,Dallas,TX,EF58
Sylvie,Ryser,Female,Single,Latino,Millers Market & Deli,649 Tulane Ave,Tulsa,NC,74105,Raleigh,North Carolina,918-644-9555,918-565-1706,sylvie@aol.com,9/16/1993,482-41-9555,9/16/2014,5798,4764,717,Madison,Hunter,2/5/1991,631-68-1706,Printing Dimensions,11,5126.92,5/28/2022,Home Equity,347880,48703,208728,Y,557.22,526.65,784,Email/Fax,Pending,Carroll Adam,Cathy Larose,Coldwell Banker Advantage,Raleigh,NC,EF146
Hoa,Sarao,Male,Married,Asian,Kaplan  Joel S Esq,27846 Lafayette Ave,Oak Hill,FL,32759,Tampa,Florida,386-526-7800,386-599-7296,hoa@sarao.org,12/2/1986,711-20-7800,12/2/2007,5375,4888,616,Gianna,Ha,2/8/1984,151-29-7296,Southern Steel Shelving Co,18,9595.42,9/28/2020,Home Equity,322500,45150,193500,Y,516.56,488.23,633,Email/Fax,Rejected,Felicien Kabuga,Ryan Adams,Adams  Cameron & Co.,Tampa,FL,EF159
Alesia,Hixenbaugh,Female,Married,Asian,Kwikprint,9 Front St,Tampa,FL,20001,Tampa,Florida,202-646-7516,202-276-6826,alesia_hixenbaugh@hixenbaugh.org,2/10/1983,853-74-7516,2/10/2004,7522,2934,597,Maria,Sun,12/19/2000,135-96-6826,Publishers Group West,1,12555.5,7/7/2022,Home Equity,451320,45132,270792,N,722.9,683.25,789,Email/Fax,Approved,Felicien Kabuga,Ryan Chiodo,Engel & Völkers Olde Naples,Tampa,FL,EF160
Marge,Limmel,Female,Married,Caucasian,Bjork  Robert D Jr,189 Village Park Rd,Crestview,FL,32536,Tampa,Florida,850-430-1663,850-330-8079,marge@gmail.com,9/7/1990,805-66-1663,9/7/2011,8742,4196,761,Charlotte,Vo,1/10/1993,867-22-8079,Twiggs Abrams Blanchard,9,6237.83,7/5/2018,Home Equity,524520,78678,314712,N,840.15,794.07,688,Email/Fax,Rejected,Felicien Kabuga,Moira Feely Rekus,Keller Williams Realty,Tampa,FL,EF161
Hugo,Yori,Male,Married,Latino,Fiorucci Foods Usa Inc,50126 N Plankinton Ave,Longwood,FL,32750,Tampa,Florida,407-538-5106,407-564-8113,shawnda.yori@yahoo.com,2/24/1992,143-14-5106,2/24/2013,13123,4253,730,Samantha,Chavez,1/9/1996,215-05-8113,Capitol Reporters,6,6314.08,11/10/2019,Home Equity,787380,47243,472428,N,1261.18,1192.01,734,Email/Fax,Approved,Felicien Kabuga,Michael Williams,RE/MAX Associates  Inc,Tampa,FL,EF162
